no_mbtree,no_asm,no_cabac,no_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,34,418,0.7,45.933
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,34,836,0.7,49.928
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,34,418,0.7,37.099
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,34,836,0.7,49.928
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,34,418,0.7,37.099
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,34,836,0.7,38.739
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,67,418,0.7,45.907
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,34,836,0.7,38.736
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,67,418,0.7,45.907
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,334,23.3,67,836,0.7,49.807
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,34,418,0.7,37.064
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,34,836,0.7,49.928
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,34,418,0.7,37.064
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,34,836,0.7,38.736
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,67,836,0.7,49.805
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,67,418,0.7,45.92
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,67,836,0.7,39.011
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,667,23.3,67,418,0.7,45.92
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,67,836,0.7,39.011
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,334,36.6,67,418,0.7,37.15
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,334,23.3,67,836,0.7,49.807
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,334,36.6,67,418,0.7,37.15
0,0,0,0,0.7,9,0.4,34,3,84,34,43,334,23.3,34,836,0.7,49.926
0,0,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,34,418,0.7,45.943
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,67,836,0.7,39.01
0,0,0,0,0.7,9,0.4,34,3,84,34,43,334,23.3,34,418,0.7,45.939
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,67,836,0.7,39.01
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,667,36.6,67,418,0.7,37.096
0,0,0,0,0.7,17,0.4,34,3,84,-33,86,667,23.3,67,836,0.7,49.805
0,0,0,0,0.7,17,0.4,34,3,84,-33,43,667,36.6,67,418,0.7,37.096
0,0,0,0,0.7,9,0.4,34,3,84,34,86,667,23.3,34,418,0.7,45.947
0,0,0,0,0.7,9,0.4,34,3,84,34,43,667,23.3,34,836,0.7,49.925
0,0,0,0,0.7,9,0.4,34,3,84,34,43,667,23.3,34,418,0.7,45.943
0,0,0,0,0.7,9,0.4,34,3,84,34,86,334,36.6,34,836,0.7,39.644
0,0,0,0,0.7,9,0.4,34,3,84,34,86,334,36.6,34,418,0.7,37.444
0,0,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,34,836,0.7,39.644
0,0,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,34,418,0.7,37.433
0,0,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,34,836,0.7,49.926
0,0,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,67,418,0.7,45.914
0,0,0,0,0.7,9,0.4,34,3,84,34,43,334,23.3,67,836,0.7,49.816
0,0,0,0,0.7,9,0.4,34,3,84,34,43,334,23.3,67,418,0.7,45.915
0,0,0,0,0.7,9,0.4,34,3,84,34,86,667,36.6,34,836,0.7,39.644
0,0,0,0,0.7,9,0.4,34,3,84,34,86,667,36.6,34,418,0.7,37.415
0,0,0,0,0.7,9,0.4,34,3,84,34,43,667,36.6,34,836,0.7,39.644
0,0,0,0,0.7,9,0.4,34,3,84,34,43,667,36.6,34,418,0.7,37.404
0,0,0,0,0.7,9,0.4,34,3,84,34,86,667,23.3,34,836,0.7,49.925
0,0,0,0,0.7,9,0.4,34,3,84,34,86,334,23.3,67,836,0.7,49.816
0,0,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,67,418,0.7,37.373
0,0,0,0,0.7,9,0.4,34,3,84,34,43,334,36.6,67,836,0.7,39.459
0,0,0,0,0.7,9,0.4,34,3,84,34,86,334,36.6,67,418,0.7,37.404
0,0,0,0,0.7,9,0.4,34,3,84,34,86,334,36.6,67,836,0.7,39.459
0,0,0,0,0.7,9,0.4,34,3,84,34,43,667,23.3,67,418,0.7,45.921
0,0,0,0,0.7,9,0.4,34,3,84,34,43,667,23.3,67,836,0.7,49.818
0,0,0,0,0.7,9,0.4,34,3,84,34,86,667,23.3,67,418,0.7,45.917
0,0,0,0,0.7,9,0.4,34,3,84,34,86,667,23.3,67,836,0.7,49.818
0,0,0,0,0.7,9,0.4,34,3,84,34,43,667,36.6,67,418,0.7,37.425
0,0,0,0,0.7,9,0.4,34,3,84,34,43,667,36.6,67,836,0.7,39.576
0,0,0,0,0.7,9,0.4,34,3,84,34,86,667,36.6,67,418,0.7,37.428
0,0,0,0,0.7,9,0.4,34,3,84,34,86,667,36.6,67,836,0.7,39.576
0,0,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,34,418,0.7,45.832
0,0,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,34,836,0.7,49.531
0,0,0,0,0.7,17,0.4,34,3,84,34,86,334,23.3,34,418,0.7,45.832
0,0,0,0,0.7,17,0.4,34,3,84,34,43,334,36.6,34,418,0.7,37.436
0,0,0,0,0.7,17,0.4,34,3,84,34,86,334,23.3,34,836,0.7,49.531
0,0,0,0,0.7,17,0.4,34,3,84,34,86,334,36.6,34,418,0.7,37.451
0,0,0,0,0.7,17,0.4,34,3,84,34,43,334,36.6,34,836,0.7,39.657
0,0,0,0,0.7,17,0.4,34,3,84,34,43,667,23.3,34,418,0.7,45.832
0,0,0,0,0.7,17,0.4,34,3,84,34,86,334,36.6,34,836,0.7,39.657
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,34,418,0.7,45.833
0,0,0,0,0.7,17,0.4,34,3,84,34,43,667,23.3,34,836,0.7,49.531
0,0,0,0,0.7,17,0.4,34,3,84,34,43,667,36.6,34,418,0.7,37.393
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,34,836,0.7,49.531
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,36.6,34,418,0.7,37.408
0,0,0,0,0.7,17,0.4,34,3,84,34,43,667,36.6,34,836,0.7,39.657
0,0,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,67,418,0.7,45.814
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,36.6,34,836,0.7,39.657
0,0,0,0,0.7,17,0.4,34,3,84,34,86,334,23.3,67,418,0.7,45.811
0,0,0,0,0.7,17,0.4,34,3,84,34,43,334,23.3,67,836,0.7,49.434
0,0,0,0,0.7,17,0.4,34,3,84,34,43,334,36.6,67,836,0.7,39.488
0,0,0,0,0.7,17,0.4,34,3,84,34,86,334,36.6,67,418,0.7,37.483
0,0,0,0,0.7,17,0.4,34,3,84,34,86,334,23.3,67,836,0.7,49.434
0,0,0,0,0.7,17,0.4,34,3,84,34,43,334,36.6,67,418,0.7,37.484
0,0,0,0,0.7,17,0.4,34,3,84,34,43,667,23.3,67,836,0.7,49.427
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,67,418,0.7,45.814
0,0,0,0,0.7,17,0.4,34,3,84,34,86,334,36.6,67,836,0.7,39.488
0,0,0,0,0.7,17,0.4,34,3,84,34,43,667,23.3,67,418,0.7,45.814
0,0,0,0,0.7,17,0.4,34,3,84,34,43,667,36.6,67,836,0.7,39.608
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,36.6,67,418,0.7,37.436
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,23.3,67,836,0.7,49.427
0,0,0,0,0.7,17,0.4,34,3,84,34,43,667,36.6,67,418,0.7,37.45
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,334,23.3,34,836,0.7,49.897
0,0,0,0,0.7,17,0.4,34,3,84,34,86,667,36.6,67,836,0.7,39.608
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,334,23.3,34,418,0.7,45.933
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,334,23.3,67,836,0.7,49.771
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,23.3,67,418,0.7,45.905
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,667,36.6,34,836,0.7,38.992
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,334,23.3,67,418,0.7,45.905
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,667,36.6,34,836,0.7,38.992
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,667,36.6,34,418,0.7,37.198
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,667,23.3,34,836,0.7,49.854
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,667,36.6,34,418,0.7,37.198
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,667,23.3,34,836,0.7,49.854
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,667,23.3,34,418,0.7,45.928
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,36.6,34,836,0.7,38.994
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,667,23.3,34,418,0.7,45.928
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,334,36.6,34,836,0.7,38.994
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,36.6,34,418,0.7,37.237
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,23.3,34,836,0.7,49.855
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,334,36.6,34,418,0.7,37.237
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,23.3,34,418,0.7,45.933
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,334,23.3,34,836,0.7,49.855
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,334,23.3,34,418,0.7,45.933
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,667,36.6,67,836,0.7,38.876
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,667,36.6,67,418,0.7,37.249
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,667,36.6,67,836,0.7,38.876
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,667,36.6,67,418,0.7,37.249
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,667,23.3,67,836,0.7,49.809
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,667,23.3,67,418,0.7,45.918
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,667,23.3,67,836,0.7,49.809
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,667,23.3,67,418,0.7,45.918
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,334,36.6,67,836,0.7,38.877
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,334,36.6,67,418,0.7,37.197
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,334,36.6,67,836,0.7,38.877
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,334,36.6,67,418,0.7,37.197
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,334,23.3,67,836,0.7,49.811
0,0,0,0,0.7,9,0.4,34,6,84,34,86,667,36.6,34,836,0.7,39.761
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,23.3,67,418,0.7,45.924
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,23.3,67,836,0.7,49.819
0,0,0,0,0.7,9,0.4,34,6,84,34,86,334,23.3,67,418,0.7,45.925
0,0,0,0,0.7,9,0.4,34,6,84,34,86,667,23.3,34,836,0.7,49.935
0,0,0,0,0.7,9,0.4,34,6,84,34,43,667,36.6,34,418,0.7,37.402
0,0,0,0,0.7,9,0.4,34,6,84,34,43,667,36.6,34,836,0.7,39.761
0,0,0,0,0.7,9,0.4,34,6,84,34,86,667,36.6,34,418,0.7,37.412
0,0,0,0,0.7,9,0.4,34,6,84,34,86,334,36.6,34,836,0.7,39.761
0,0,0,0,0.7,9,0.4,34,6,84,34,43,667,23.3,34,418,0.7,45.949
0,0,0,0,0.7,9,0.4,34,6,84,34,43,667,23.3,34,836,0.7,49.935
0,0,0,0,0.7,9,0.4,34,6,84,34,86,667,23.3,34,418,0.7,45.949
0,0,0,0,0.7,9,0.4,34,6,84,34,86,334,23.3,34,836,0.7,49.935
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,36.6,34,418,0.7,37.428
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,36.6,34,836,0.7,39.761
0,0,0,0,0.7,9,0.4,34,6,84,34,86,334,36.6,34,418,0.7,37.433
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,23.3,34,418,0.7,45.945
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,667,36.6,67,836,0.7,38.884
0,0,0,0,0.7,9,0.4,34,6,84,34,86,334,23.3,34,418,0.7,45.944
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,23.3,34,836,0.7,49.935
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,667,36.6,67,418,0.7,37.253
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,667,23.3,67,836,0.7,49.77
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,667,36.6,67,418,0.7,37.253
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,667,36.6,67,836,0.7,38.884
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,667,23.3,67,418,0.7,45.909
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,36.6,67,836,0.7,38.886
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,667,23.3,67,418,0.7,45.909
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,667,23.3,67,836,0.7,49.77
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,334,36.6,67,418,0.7,37.204
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,23.3,67,836,0.7,49.771
0,0,0,0,0.7,17,0.4,34,6,84,-33,86,334,36.6,67,418,0.7,37.204
0,0,0,0,0.7,17,0.4,34,6,84,-33,43,334,36.6,67,836,0.7,38.886
0,0,0,0,0.7,17,0.4,34,6,84,34,43,334,36.6,34,836,0.7,39.737
0,0,0,0,0.7,17,0.4,34,6,84,34,86,334,23.3,34,836,0.7,49.546
0,0,0,0,0.7,17,0.4,34,6,84,34,43,334,36.6,34,418,0.7,37.442
0,0,0,0,0.7,9,0.4,34,6,84,34,86,667,36.6,67,418,0.7,37.447
0,0,0,0,0.7,9,0.4,34,6,84,34,43,667,36.6,67,836,0.7,39.53
0,0,0,0,0.7,9,0.4,34,6,84,34,43,667,36.6,67,418,0.7,37.448
0,0,0,0,0.7,9,0.4,34,6,84,34,86,667,23.3,67,836,0.7,49.82
0,0,0,0,0.7,17,0.4,34,6,84,34,86,334,23.3,34,418,0.7,45.837
0,0,0,0,0.7,17,0.4,34,6,84,34,43,334,23.3,34,836,0.7,49.546
0,0,0,0,0.7,17,0.4,34,6,84,34,43,334,23.3,34,418,0.7,45.839
0,0,0,0,0.7,9,0.4,34,6,84,34,86,667,36.6,67,836,0.7,39.53
0,0,0,0,0.7,9,0.4,34,6,84,34,86,334,36.6,67,418,0.7,37.407
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,36.6,67,836,0.7,39.414
0,0,0,0,0.7,9,0.4,34,6,84,34,43,334,36.6,67,418,0.7,37.418
0,0,0,0,0.7,9,0.4,34,6,84,34,86,334,23.3,67,836,0.7,49.819
0,0,0,0,0.7,9,0.4,34,6,84,34,86,667,23.3,67,418,0.7,45.928
0,0,0,0,0.7,9,0.4,34,6,84,34,43,667,23.3,67,836,0.7,49.82
0,0,0,0,0.7,9,0.4,34,6,84,34,43,667,23.3,67,418,0.7,45.928
0,0,0,0,0.7,9,0.4,34,6,84,34,86,334,36.6,67,836,0.7,39.414
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,334,23.3,34,418,0.7,45.933
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,334,36.6,34,418,0.7,37.237
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,334,36.6,34,836,0.7,38.993
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,334,36.6,34,418,0.7,37.237
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,334,23.3,34,836,0.7,49.897
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,667,23.3,34,418,0.7,45.935
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,667,23.3,34,836,0.7,49.896
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,667,23.3,34,418,0.7,45.935
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,334,36.6,34,836,0.7,38.993
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,667,36.6,34,418,0.7,37.193
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,667,36.6,34,836,0.7,38.99
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,667,36.6,34,418,0.7,37.193
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,667,23.3,34,836,0.7,49.896
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,334,23.3,67,418,0.7,45.914
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,334,23.3,67,836,0.7,49.811
0,0,0,0,0.7,9,0.4,34,6,84,-33,43,334,23.3,67,418,0.7,45.914
0,0,0,0,0.7,9,0.4,34,6,84,-33,86,667,36.6,34,836,0.7,38.99
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,667,23.3,34,418,1.4,46.057
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,667,23.3,34,836,1.4,50.16
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,667,23.3,34,418,1.4,46.057
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,334,36.6,34,836,1.4,39.169
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,334,36.6,34,418,1.4,37.386
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,334,36.6,34,836,1.4,39.169
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,334,36.6,34,418,1.4,37.386
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,334,23.3,34,836,1.4,50.16
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,334,23.3,67,418,1.4,46.068
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,334,23.3,67,836,1.4,50.116
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,334,23.3,67,418,1.4,46.068
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,667,36.6,34,836,1.4,39.165
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,667,36.6,34,418,1.4,37.353
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,667,36.6,34,836,1.4,39.165
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,667,36.6,34,418,1.4,37.353
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,667,23.3,34,836,1.4,50.16
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,667,23.3,67,836,1.4,50.163
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,667,23.3,67,418,1.4,46.076
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,36.6,67,836,1.4,39.58
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,667,23.3,67,418,1.4,46.076
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,334,36.6,67,836,1.4,39.58
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,36.6,67,418,1.4,37.411
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,23.3,67,836,1.4,50.165
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,334,36.6,67,418,1.4,37.411
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,334,23.3,34,836,1.4,50.16
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,334,23.3,34,418,1.4,46.06
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,667,36.6,67,836,1.4,39.578
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,334,23.3,34,418,1.4,46.06
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,667,36.6,67,836,1.4,39.578
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,667,36.6,67,418,1.4,37.407
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,667,23.3,67,836,1.4,50.163
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,667,36.6,67,418,1.4,37.407
0,0,0,0,0.7,9,0.4,17,3,84,34,43,667,23.3,34,418,1.4,46.03
0,0,0,0,0.7,9,0.4,17,3,84,34,86,334,36.6,34,836,1.4,40.152
0,0,0,0,0.7,9,0.4,17,3,84,34,43,667,23.3,34,836,1.4,50.17
0,0,0,0,0.7,9,0.4,17,3,84,34,43,334,36.6,34,418,1.4,37.674
0,0,0,0,0.7,9,0.4,17,3,84,34,86,334,23.3,34,836,1.4,50.17
0,0,0,0,0.7,9,0.4,17,3,84,34,86,334,36.6,34,418,1.4,37.688
0,0,0,0,0.7,9,0.4,17,3,84,34,43,334,36.6,34,836,1.4,40.152
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,334,36.6,67,836,1.4,39.592
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,667,23.3,67,418,1.4,46.066
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,667,23.3,67,836,1.4,50.114
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,667,23.3,67,418,1.4,46.066
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,334,23.3,67,836,1.4,50.116
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,334,36.6,67,418,1.4,37.415
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,334,36.6,67,836,1.4,39.592
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,334,36.6,67,418,1.4,37.415
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,667,36.6,67,836,1.4,39.59
0,0,0,0,0.7,9,0.4,17,3,84,34,43,334,23.3,34,418,1.4,46.024
0,0,0,0,0.7,9,0.4,17,3,84,34,43,334,23.3,34,836,1.4,50.17
0,0,0,0,0.7,9,0.4,17,3,84,34,86,334,23.3,34,418,1.4,46.019
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,667,23.3,67,836,1.4,50.114
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,667,36.6,67,418,1.4,37.417
0,0,0,0,0.7,17,0.4,17,3,84,-33,43,667,36.6,67,836,1.4,39.59
0,0,0,0,0.7,17,0.4,17,3,84,-33,86,667,36.6,67,418,1.4,37.417
0,0,0,0,0.7,17,0.4,34,6,84,34,43,667,36.6,34,836,0.7,39.737
0,0,0,0,0.7,17,0.4,34,6,84,34,86,667,36.6,34,418,0.7,37.384
0,0,0,0,0.7,17,0.4,34,6,84,34,86,667,23.3,34,836,0.7,49.546
0,0,0,0,0.7,17,0.4,34,6,84,34,43,667,36.6,34,418,0.7,37.404
0,0,0,0,0.7,17,0.4,34,6,84,34,43,334,23.3,67,836,0.7,49.458
0,0,0,0,0.7,17,0.4,34,6,84,34,86,334,23.3,67,418,0.7,45.819
0,0,0,0,0.7,17,0.4,34,6,84,34,86,667,36.6,34,836,0.7,39.737
0,0,0,0,0.7,17,0.4,34,6,84,34,43,334,23.3,67,418,0.7,45.821
0,0,0,0,0.7,17,0.4,34,6,84,34,86,334,36.6,34,418,0.7,37.423
0,0,0,0,0.7,17,0.4,34,6,84,34,43,667,23.3,34,836,0.7,49.546
0,0,0,0,0.7,17,0.4,34,6,84,34,86,667,23.3,34,418,0.7,45.838
0,0,0,0,0.7,17,0.4,34,6,84,34,86,334,36.6,34,836,0.7,39.737
0,0,0,0,0.7,17,0.4,34,6,84,34,43,667,23.3,34,418,0.7,45.84
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,667,23.3,34,836,1.4,50.21
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,667,36.6,34,418,1.4,37.349
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,667,36.6,34,836,1.4,39.152
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,667,36.6,34,418,1.4,37.349
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,667,36.6,34,836,1.4,39.152
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,334,23.3,67,418,1.4,46.077
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,334,23.3,67,836,1.4,50.165
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,23.3,67,418,1.4,46.077
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,23.3,34,836,1.4,50.211
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,334,36.6,34,418,1.4,37.386
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,334,36.6,34,836,1.4,39.156
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,36.6,34,418,1.4,37.386
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,36.6,34,836,1.4,39.156
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,667,23.3,34,418,1.4,46.066
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,667,23.3,34,836,1.4,50.21
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,667,23.3,34,418,1.4,46.066
0,0,0,0,0.7,17,0.4,34,6,84,34,43,667,36.6,67,418,0.7,37.426
0,0,0,0,0.7,17,0.4,34,6,84,34,86,667,23.3,67,836,0.7,49.45
0,0,0,0,0.7,17,0.4,34,6,84,34,86,667,36.6,67,418,0.7,37.426
0,0,0,0,0.7,17,0.4,34,6,84,34,43,667,36.6,67,836,0.7,39.529
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,334,23.3,34,418,1.4,46.06
0,0,0,0,0.7,17,0.4,34,6,84,34,86,667,36.6,67,836,0.7,39.529
0,0,0,0,0.7,9,0.4,17,3,84,-33,86,334,23.3,34,418,1.4,46.06
0,0,0,0,0.7,9,0.4,17,3,84,-33,43,334,23.3,34,836,1.4,50.211
0,0,0,0,0.7,17,0.4,34,6,84,34,43,334,36.6,67,418,0.7,37.421
0,0,0,0,0.7,17,0.4,34,6,84,34,86,334,23.3,67,836,0.7,49.458
0,0,0,0,0.7,17,0.4,34,6,84,34,86,334,36.6,67,418,0.7,37.421
0,0,0,0,0.7,17,0.4,34,6,84,34,43,334,36.6,67,836,0.7,39.413
0,0,0,0,0.7,17,0.4,34,6,84,34,43,667,23.3,67,418,0.7,45.824
0,0,0,0,0.7,17,0.4,34,6,84,34,86,334,36.6,67,836,0.7,39.413
0,0,0,0,0.7,17,0.4,34,6,84,34,86,667,23.3,67,418,0.7,45.823
0,0,0,0,0.7,17,0.4,34,6,84,34,43,667,23.3,67,836,0.7,49.45
0,0,0,0,0.7,9,0.4,17,6,84,-33,43,667,36.6,67,418,1.4,37.499
0,0,0,0,0.7,9,0.4,17,6,84,-33,86,667,23.3,67,836,1.4,50.153
0,0,0,0,0.7,9,0.4,17,6,84,-33,86,667,36.6,67,418,1.4,37.499
0,0,0,0,0.7,9,0.4,17,3,84,34,86,667,23.3,34,418,1.4,46.024
0,0,0,0,0.7,9,0.4,17,6,84,-33,43,667,36.6,67,836,1.4,39.613
